ANNOSCOLASTICO,AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,CODICECOMUNESCUOLA,DESCRIZIONECOMUNE,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP009000,Grand Combin,AO1E009060,primaria St. Rhemy-en-Bosses,"Loc. Predumaz Falcoz, 25",11010,H675,SAINT-RHE'MY-EN-BOSSES,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-gcombin@regione.vda.it,Non Disponibile,https://grandcombin.iswebcloud.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS00800D,"""GIACOMO FLORIANI"" RIVA DEL GARDA",TNTD008515,GIACOMO FLORIANI  RIVA DEL GARDA SERALE,"VIALE DEI TIGLI, 43",38066,H330,RIVA DEL GARDA,PERCORSO II LIVELLO,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,segr.istitutofloriani@scuole.provincia.tn.it,Non Disponibile,www.g-floriani.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82000X,"""TRENTO 2""",TNEE820034,"TRENTO-MARTIGNANO ""R.ZANDONAI""","PIAZZA G. MENGHIN, 1",38040,L378,TRENTO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icomenius.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85600P,"""TRENTO 3""",TNMM85601Q,"TRENTO ""BRONZETTI-SEGANTINI""","VIA VITTORIO VENETO, 61",38122,L378,TRENTO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ictrento3.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC83200E,ISC VITIPENO I,TBEE83205R,FLERES DI DENTRO/INNERPFLERSCH,Non Disponibile,39040,B145,BRENNERO * BRENNER,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82900A,"""BASSA ANAUNIA-TUENNO""",TNIC82900A,"""BASSA ANAUNIA-TUENNO""","VIA COLLE VERDE, 3",38010,D273,DENNO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.ic.denno@scuole.provincia.tn.it,ic.bassaanaunia@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC80900D,SAN CANDIDO - INNICHEN,TBEE80902L,VERSCIACO/VIERSCHACH,Non Disponibile,39038,H786,SAN CANDIDO * INNICHEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85200B,"""TRENTO 5""",TNEE85204L,"TRENTO  SOLTERI ""ALDO GORFER""","VIA SOLTERI, 22",38100,L378,TRENTO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutotrento5.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC81500C,"""PERGINE 2""",TNIC81500C,"""PERGINE 2""","VIA AMSTETTEN, 4",38057,G452,PERGINE VALSUGANA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.freinet@scuole.provincia.tn.it,ic.pergine2@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85100G,"""TRENTO 7""",TNEE85102P,"TRENTO - VIGO MEANO ""CALVINO""",VIA OSELERE,38040,L378,TRENTO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.trento7.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC842005,MERAN/OBERMAIS MERANO/MAIA ALTA,TBMM842027,SCENA - SCHENNA,VIA        CASTELLO            21,39017,I519,SCENA * SCHENNA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC816001,BASSA ATESINA,IBEE81608A,"BRONZOLO ""GIOVANNI SEGANTINI""","P.ZZA VON FERRARI,1",39051,B203,BRONZOLO * BRANZOLL,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOPS02000L,"Istituzione scolastica di istruzione liceale, tecnica e professionale",AOTF02002T,"Istituzione scolastica di istruzione liceale, tecnica e professionale - tecnico del settore economico e tecnologico (Informatica e Telecomunicazioni)","Via Frère Gilles, 33",11029,C282,VERRE'S,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,is-iltpverres@regione.vda.it,Non Disponibile,www.isiltp.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC81500C,"""PERGINE 2""",TNEE81503L,PERGINE - SUSA',"VIA DON SOPPERRA, 61",38057,G452,PERGINE VALSUGANA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icpergine2.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP007000,Maria Ida Viglino,AOIP007000,Maria Ida Viglino,Loc. Champagne 54,11018,L981,VILLENEUVE,NORMALE,Non Disponibile,ND,Non Disponibile,is-miviglino@regione.vda.it,is-miviglino@pec.regione.vda.it,http://www.isviglino.scuole.vda.it/
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC803006,"""VIGOLO VATTARO""",TNEE80303A,ALTOPIANO VIGOLANA - CENTA S.N.,"VIA SAN ROCCO, 4",38040,M350,ALTOPIANO DELLA VIGOLANA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icvigolovattaro.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82400G,JOHANN JAKOB STAFFLER,TBEE82402P,VALTINA/WALTEN,Non Disponibile,39015,H952,SAN LEONARDO IN PASSIRIA * ST.,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC810009,"""PRIMIERO""",TNEE81003D,MEZZANO,"VIA 4 NOVEMBRE, 13",38050,F176,MEZZANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.scuoleprimiero.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81500R,VALDAORA - OLANG,TBEE815042,ANTERSELVA DI MEZZO/MITTERTAL,Non Disponibile,39030,H189,RASUN-ANTERSELVA * RASEN-ANTHO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP002000,Saint-Roch,AOIP002000,Saint-Roch,"C.so Ivrea, 19",11100,A326,AOSTA,NORMALE,Non Disponibile,ND,Non Disponibile,is-sroch@regione.vda.it,is-sroch@pec.regione.vda.it,http://www.stroch.scuole.vda.it/
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,LBIC80200A,I.C.D.LOC. LADINE - BADIA,LBEE80204G,CORVARA / KURFAR,PIAZZA DELLA CHIESA,39033,D079,CORVARA IN BADIA * CORVARA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE042007,VARNA/VAHRN,TBEE042007,VARNA/VAHRN,SALERNSTRASSE 1,39040,L687,VARNA * VAHRN,NORMALE,SCUOLA PRIMARIA,SI,Non Disponibile,gsd.vahrn@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE10100T,BRIXEN-STADT/BRESSANONE-CITTA',TBEE10100T,BRIXEN-STADT/BRESSANONE-CITTA',DANTESTRASSE 39,39042,B160,BRESSANONE * BRIXEN,NORMALE,SCUOLA PRIMARIA,SI,Non Disponibile,gsd.brixen1@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC80900T,BOLZANO II - DON BOSCO,IBIC80900T,BOLZANO II - DON BOSCO,VIALE      DRUSO               289,39100,A952,BOLZANO * BOZEN,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ic.bolzano2@scuola.alto-adige.it,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP012000,Mont Emilius 3,AO1A012010,infanzia  Jovençan,"Località Clou, 1",11020,E391,JOVENCAN,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-memilius3@regione.vda.it,Non Disponibile,www.montemilius3.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNTD170007,FIERA DI PRIMIERO,TNTD170007,FIERA DI PRIMIERO,"VIA DELLE FONTI, 10",38054,M359,PRIMIERO SAN MARTINO DI CASTRO,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,TNIC810009,segr.icprimiero@scuole.provincia.tn.it,ic.primiero@pec.provincia.tn.it,www.scuoleprimiero.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC83200E,ISC VITIPENO I,TBEE83203P,COLLE ISARCO/GOSSENSASS,Non Disponibile,39040,B145,BRENNERO * BRENNER,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIS02400Q,"IST. TEC. ECON, GRAF. E COMU. BRESSANONE",TBTD024012,"IST. TEC. ECON, GRAF. E COMU. BRESSANONE",VIA MARIA MONTESSORI 4,39042,B160,BRESSANONE * BRIXEN,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC820008,ISC RABER VIPITENO III,TBEE82003C,SAN GIACOMO/SANKT JAKOB,Non Disponibile,39040,L564,VAL DI VIZZE * PFITSCH,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC834006,TSCHOEGGLBERG,TBEE834029,AVIGNA/AFING,Non Disponibile,39050,H858,SAN GENESIO ATESINO * JENESIEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC81700R,BOLZANO I - CENTRO STORICO,IBEE81701V,DANTE ALIGHIERI,"VIA CASSA DI RISPARMIO,24",39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81100D,CALDARO/KALTERN,TBEE81102L,PIANIZZA/PLANITZING,Non Disponibile,39052,B397,CALDARO SULLA STRADA DEL VINO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC81800L,BOLZANO V - GRIES 1,IBIC81800L,BOLZANO V - GRIES 1,VIA        DUCA D'AOSTA        46,39100,A952,BOLZANO * BOZEN,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ic.bolzano5@scuola.alto-adige.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC843001,LEO SANTIFALLER,TBMM843012,MS KASTELRUTH/CASTELROTTO,VIA        PANID               9/1,39040,C254,CASTELROTTO * KASTELRUTH,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBPM05000P,LICEO D. SCIENZE UM. E DELL'ARTE BRUNICO,TBPM05000P,LICEO D. SCIENZE UM. E DELL'ARTE BRUNICO,PARCO  TSCHURTSCHENTHALER 1,39031,B220,BRUNICO * BRUNECK,NORMALE,ISTITUTO MAGISTRALE,SI,Non Disponibile,os-sowigym.bruneck@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNPM02000E,"""FABIO FILZI"" - ROVERETO",TNPM02000E,"""FABIO FILZI"" - ROVERETO","CORSO ANTONIO ROSMINI, 61",38068,H612,ROVERETO,NORMALE,ISTITUTO MAGISTRALE,SI,Non Disponibile,segr.isup.filzi@scuole.provincia.tn.it,filzi@pec.provincia.tn.it,www.filzi.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AORR03000A,CRIA Centro Regionale Istruzione Adulti,AORF03001A,PROFESSIONALE SERVIZI SOCIO-SANITARI (serale) SSS,"Via Chambéry, 105",11000,A326,AOSTA,Non Disponibile,IST PROF PER I SERVIZI SOCIALI,NO,Non Disponibile,isit-manzetti@mail.scuole.vda.it,Non Disponibile,https://imanzetti.scuole.vda.it/index.php/cria-vda
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP008000,J.B. Cerlogne,AO1A008060,"infanzia Sarre ""Venance Bernin""","Fr. Montan, 29",11010,I442,SARRE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-jbcerlogne@regione.vda.it,Non Disponibile,www.jbcerlogne.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC80400A,SAN GIOVANNI/SANKT JOHANN,TBEE80403E,SAN GIACOMO/SANKT JAKOB,Non Disponibile,39030,L595,VALLE AURINA * AHRNTAL,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC817004,"""CIVEZZANO""",TNMM817026,ALBIANO,"VIA MANZONI, 10",38041,A158,ALBIANO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,http://iccivezzano.infovals.eu
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS00700N,"""LORENZO GUETTI"" - TIONE DI TRENTO",TNPS007014,"""LORENZO GUETTI"" - TIONE DI TRENTO","VIA DURONE, 53",38079,L174,TIONE DI TRENTO,NORMALE,LICEO SCIENTIFICO,NO,Non Disponibile,segr.guetti@scuole.provincia.tn.it,Non Disponibile,www.guetti.tn.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC853007,"""ROVERETO EST""",TNEE85302A,"ROVERETO ""REGINA ELENA""","VIA DANTE, 142",38068,H612,ROVERETO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.roveretoest.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC83600D,"""TIONE""",TNIC83600D,"""TIONE""","VIALE DANTE, 27",38079,L174,TIONE DI TRENTO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.ictione@scuole.provincia.tn.it,ic.tione@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC806002,NOVA PONENTE - DEUTSCHNOFEN,TBIC806002,NOVA PONENTE - DEUTSCHNOFEN,VIA        CASTELLO THURN      6,39050,F950,NOVA PONENTE * DEUTSCHNOFEN,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ssp.deutschnofen@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC816001,BASSA ATESINA,IBMM816023,ITALO CALVINO,PIAZZALE   SCUOLE 6,39044,D392,EGNA * NEUMARKT,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP013000,Abbé Prosper Duc,AO1A013040,"infanzia Pontey ""Don Laurent-Samuel Henriod""",Fraz. Lassolaz,11024,G860,PONTEY,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-apduc@regione.vda.it,Non Disponibile,www.prosperduc.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP013000,Abbé Prosper Duc,AO1E013020,primaria  Chambave,"Via Arberaz, 3",11023,C595,CHAMBAVE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-apduc@regione.vda.it,Non Disponibile,www.prosperduc.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS00600T,"""BERTRAND RUSSELL"" - CLES",TNPM006019,"""DEGASPERI"" - CLES","VIA TRENTO, 30",38023,C794,CLES,NORMALE,ISTITUTO MAGISTRALE,NO,Non Disponibile,segr.russell@scuole.provincia.tn.it,Non Disponibile,www.liceorussell.eu
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC84800Q,"""ALA""",TNEE84802V,ALA - SERRAVALLE,"VIA LUIGI NEGRELLI, 10",38060,A116,ALA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivoala.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81600L,KLOBENSTEIN,TBEE81601P,"LENGMOOS - ""ERZHERZOG EUGEN""",Non Disponibile,39054,H236,RENON * RITTEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP018000,ELIO REINOTTI,AO1A018050,infanzia Lillianes,"Loc They, 50",11020,E587,LILLIANES,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-ereinotti@regione.vda.it,Non Disponibile,www.elioreinotti
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC861006,"""BRENTONICO""",TNIC861006,"""BRENTONICO""","VIA F. CALZOLARI, 4",38060,B153,BRENTONICO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.ic.brentonico@scuole.provincia.tn.it,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP002000,Saint-Roch,AO1A002030,infanzia  Via Avondo,"Via Avondo, 8",11100,A326,AOSTA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-sroch@regione.vda.it,Non Disponibile,www.stroch.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82200G,"""CEMBRA""",TNIC82200G,"""CEMBRA""","VIA DELLE NEGRITELLE,  1",38034,M355,CEMBRA LISIGNAGO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.cembra@scuole.provincia.tn.it,ic.cembra@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBTE01000E,IST. TECN. TURIS. E BIOTECN. MERANO,TBTE01000E,IST. TECN. TURIS. E BIOTECN. MERANO,PIAZZA MAZZINI 1,39012,F132,MERANO * MERAN,NORMALE,ISTITUTO TECNICO PER ATTIVITA' SOCIALI (GIA' ITF),SI,Non Disponibile,os-tfo.meran@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBTD040007,I.I.S. II GR. CESARE BATTISTI,IBTD040007,I.I.S. II GR. CESARE BATTISTI,"VIA L. CADORNA, 16",39100,A952,BOLZANO * BOZEN,NORMALE,ISTITUTO TECNICO COMMERCIALE,SI,Non Disponibile,itc.bolzano@scuola.alto-adige.it,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP011000,Mont Emilius 2,AO1E011030,primaria  Saint-Christophe Bret,"Loc. Bret, 20",11020,H669,SAINT-CHRISTOPHE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-memilius2@regione.vda.it,Non Disponibile,montemilius2.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82300Q,HOCHW.DR.FRITZ EBNER,TBEE82303X,CORCES/KORTSCH,Non Disponibile,39028,I729,SILANDRO * SCHLANDERS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC83100P,SCHULZENTRUM SAND IN TAUFERS,TBEE83104X,SELVA DEI MOLINI/MUEHLWALD,Non Disponibile,39030,I593,SELVA DEI MOLINI * MUEHLWALD,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC80300V,BOLZANO IV - OLTRISARCO,IBIC80300V,BOLZANO IV - OLTRISARCO,VIA CASTEL FLAVON  16,39100,A952,BOLZANO * BOZEN,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ic.bolzano4@scuola.alto-adige.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE034008,SAN LEONARDO I.P./ST.LEONHARD,TBEE03403B,GOMION/GOMION,Non Disponibile,39015,H952,SAN LEONARDO IN PASSIRIA * ST.,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC80500E,DON MILANI,IBMM80502L,VIA FRATELLI BAUR,VIA        FRATELLI BAUR       7,39034,D311,DOBBIACO * TOBLACH,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC819004,SLUDERNO/SCHLUDERNS,TBMM819015,GLORENZA-GLURNS,VIA FLORA 21,39020,E069,GLORENZA * GLURNS,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC83000V,MALLES - MALS,TBEE830044,MAZIA/MATSCH,Non Disponibile,39024,E862,MALLES VENOSTA * MALS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNPS100005,FIERA DI PRIMIERO,TNPS100005,FIERA DI PRIMIERO,"VIA G.A. SCOPOLI, 1",38054,M359,PRIMIERO SAN MARTINO DI CASTRO,NORMALE,LICEO SCIENTIFICO,NO,TNIC810009,segr.icprimiero@scuole.provincia.tn.it,ic.primiero@pec.provincia.tn.it,www.scuoleprimiero.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP014000,Abbé J.M.Trèves,AO1A014040,infanzia  Torgnon,"Fraz. Mongnod, 34",11020,L217,TORGNON,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-ajmtreves@regione.vda.it,Non Disponibile,www.abbetreves.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC84000D,LACES - LATSCH,TBEE84005Q,TARRES/TARSCH,Non Disponibile,39020,E398,LACES * LATSCH,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC818008,"SARNTHEIN - ""KLARA POELT""",TBMM818019,ZYPRIAN VON NORTHEIM,VIA        SAMER               3,39058,I431,SARENTINO * SARNTAL,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC80900D,SAN CANDIDO - INNICHEN,TBMM80901E,SAN CANDIDO - INNICHEN,VIA        FREISING            13,39038,H786,SAN CANDIDO * INNICHEN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC818008,"SARNTHEIN - ""KLARA POELT""",TBEE81807L,SAN MARTINO/REINSWALD,Non Disponibile,39058,I431,SARENTINO * SARNTAL,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE01500V,CHIUSA II/KLAUSEN II,TBEE015087,VILLANDRO/VILLANDERS,Non Disponibile,39040,L971,VILLANDRO * VILLANDERS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC80100V,VAL DI NON,TBEE801033,SAN FELICE/SANKT FELIX,Non Disponibile,39010,I603,SENALE-SAN FELICE * UNSERE LIE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81700C,PRATO ALLO STELVIO/PRAD A.STJ.,TBEE81702G,MONTECHIARO/LICHTENBERG,Non Disponibile,39020,H004,PRATO ALLO STELVIO * PRAD AM S,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE001001,APPIANO/EPPAN,TBEE001067,PREDONICO/PERDONIG,Non Disponibile,39057,A332,APPIANO SULLA STRADA DEL VINO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP007000,Maria Ida Viglino,AO1E007080,primaria  Valsavarenche,"Loc. Dégioz, 166",11010,L647,VALSAVARENCHE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-miviglino@regione.vda.it,Non Disponibile,www.isviglino.scuole.vda.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP012000,Mont Emilius 3,AO1E012010,primaria Jovençan,"Località Clou,1",11020,E391,JOVENCAN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-memilius3@regione.vda.it,Non Disponibile,www.montemilius3.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS00100P,"""LA ROSA BIANCA-WEISSE ROSE"" - CAVALESE",TNTD001011,"""LA ROSA BIANCA-WEISSE ROSE"" - PREDAZZO","VIA DEGASPERI, 14",38037,H018,PREDAZZO,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,Non Disponibile,Non Disponibile,scuolefiemme.tn.it
